name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files,node_version,pkg_manager,package,version_from,version_to
idam-user-dashboard,hmcts,https://github.com/hmcts/idam-user-dashboard/pull/126,Bump helmet from 4.6.0 to 5.0.2,126,dependabot/npm_and_yarn/helmet-5.0.2,99d4860a706a7636688ccf43620c9d6010dc30df,closed,true,6,3,14.18.1,yarn,helmet,4.6.0,5.0.2
cdk,guardian,https://github.com/guardian/cdk/pull/1458,chore(deps): bump git-url-parse from 12.0.0 to 13.0.0,1458,dependabot/npm_and_yarn/git-url-parse-13.0.0,b4b7799b815b3c743367d8824f6082c5d4cfe96a,closed,true,2,3,v16.15.0,npm,git-url-parse,12.0.0,13.0.0
design-system,citizensadvice,https://github.com/citizensadvice/design-system/pull/1889,chore(deps-dev): bump @testing-library/user-event from 13.5.0 to 14.0.4,1889,dependabot/npm_and_yarn/testing-library/user-event-14.0.4,e1126f85aa86f57232b03c546906cfe29dc01544,closed,true,2,3,lts/fermium,npm,@testing-library/user-event,13.5.0,14.0.4
dk4,derkonzert,https://github.com/derkonzert/dk4/pull/188,build(deps): bump @mdx-js/react from 1.6.22 to 2.1.0,188,dependabot/npm_and_yarn/mdx-js/react-2.1.0,0dd2c558603bd01132ece9e272da596dc65bf6d2,closed,true,2,3,v16.10.0,npm,@mdx-js/react,1.6.22,2.1.0
paas-admin,alphagov,https://github.com/alphagov/paas-admin/pull/2195,Bump helmet from 4.6.0 to 5.0.1,2195,dependabot/npm_and_yarn/helmet-5.0.1,655664b0cc5d293cdabda7bf9e48c819f307c001,closed,true,2,3,lts/Fermium,npm,helmet,4.6.0,5.0.1
paas-admin,alphagov,https://github.com/alphagov/paas-admin/pull/2195,Bump helmet from 4.6.0 to 5.0.1,2195,dependabot/npm_and_yarn/helmet-5.0.1,655664b0cc5d293cdabda7bf9e48c819f307c001,closed,true,2,3,lts/Fermium,npm,helmet,4.6.0,5.0.1
archifiltre-mails,SocialGouv,https://github.com/SocialGouv/archifiltre-mails/pull/105,chore(deps): bump react-dropzone from 11.5.3 to 12.0.4,105,dependabot/npm_and_yarn/dev/react-dropzone-12.0.4,c102d6c2746bb1b59850e824322cc42b145b53aa,closed,true,3,3,16,yarn,react-dropzone,11.5.3,12.0.4
cloud-sdk-js,SAP,https://github.com/SAP/cloud-sdk-js/pull/2810,chore(deps-dev): bump compare-versions from 4.1.4 to 5.0.1,2810,dependabot/npm_and_yarn/main/compare-versions-5.0.1,beb8d384c0872971eb7660085388a0977c232964,closed,true,3,3,node,yarn,compare-versions,4.1.4,5.0.1
hawkings.me,ajhawkings,https://github.com/ajhawkings/hawkings.me/pull/31,Bump vite from 2.9.14 to 3.0.4,31,dependabot/npm_and_yarn/vite-3.0.4,94e08644ff9c312511baadd1ed49b33266c002a2,closed,true,4,3,lts/*,npm,vite,2.9.14,3.0.4
govuk-react,govuk-react,https://github.com/govuk-react/govuk-react/pull/1109,Bump @testing-library/user-event from 13.2.1 to 14.1.1,1109,dependabot/npm_and_yarn/testing-library/user-event-14.1.1,392926a82e8cd732cf1e2c27f2862594006ce57b,closed,true,3,3,16.1,yarn,@testing-library/user-event,13.2.1,14.1.1
action-assign-milestone,zoispag,https://github.com/zoispag/action-assign-milestone/pull/66,Bump @actions/github from 4.0.0 to 5.0.1,66,dependabot/npm_and_yarn/actions/github-5.0.1,d46feea6b572f71ecb4462c7374ac12ddc79006b,closed,true,2,3,12.22.1,npm,@actions/github,4.0.0,5.0.1
ionic-weather,asharonbaltazar,https://github.com/asharonbaltazar/ionic-weather/pull/57,Bump react-redux from 7.2.8 to 8.0.5,57,dependabot/npm_and_yarn/react-redux-8.0.5,bc712f38f09b799eab9f61ffca9889275f01c1b7,closed,true,2,3,v16.13.0,npm,react-redux,7.2.8,8.0.5
lameass.recipes,lowmess,https://github.com/lowmess/lameass.recipes/pull/255,⬆️ Bump remark from 13.0.0 to 14.0.2,255,dependabot/npm_and_yarn/develop/remark-14.0.2,0e789827ff8d07b4bc5b1c8313a7e77b2ec378b3,closed,true,2,3,14,npm,remark,13.0.0,14.0.2
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/4024,Bump react-image-crop from 9.1.1 to 10.0.6,4024,dependabot/npm_and_yarn/react-image-crop-10.0.6,eddb18f9f819aae0d81187076f50a3afe78667bd,closed,true,4,3,stable,npm,react-image-crop,9.1.1,10.0.6
uwazi,huridocs,https://github.com/huridocs/uwazi/pull/5334,Bump filesize from 9.0.11 to 10.0.5,5334,dependabot/npm_and_yarn/filesize-10.0.5,a9ba9538d4fba4b98022eeb4027209a3063cb486,closed,true,3,4,16.17.0,yarn,filesize,9.0.11,10.0.5
aws-northstar,aws,https://github.com/aws/aws-northstar/pull/689,build(deps-dev): Bump @testing-library/react-hooks from 7.0.2 to 8.0.1,689,dependabot/npm_and_yarn/testing-library/react-hooks-8.0.1,4f1f1721d8c60b9dae4cbdbc9f23136649a259b8,closed,true,2,4,14.17,yarn,@testing-library/react-hooks,7.0.2,8.0.1
design-system-docs,defencedigital,https://github.com/defencedigital/design-system-docs/pull/481,chore(Security): bump @graphql-codegen/typescript-operations from 1.17.12 to 2.3.2,481,dependabot/npm_and_yarn/graphql-codegen/typescript-operations-2.3.2,cf12906c022c5151398ffbdf6e954a41bbc539fc,closed,true,2,4,16.13.0,yarn,@graphql-codegen/typescript-operations,1.17.12,2.3.2
teun.zengerink.com,tzengerink,https://github.com/tzengerink/teun.zengerink.com/pull/604,Bump @testing-library/react from 12.1.4 to 13.0.0,604,dependabot/npm_and_yarn/testing-library/react-13.0.0,91aa906a3fe38194ae1987befd1b9e6d6492c48d,closed,true,2,4,16.14,yarn,@testing-library/react,12.1.4,13.0.0
nk-windows,TouK,https://github.com/TouK/nk-windows/pull/451,chore(deps): bump react-inspector from 5.1.1 to 6.0.1,451,dependabot/npm_and_yarn/dev/react-inspector-6.0.1,48e104db02ec9bb4ceed21b8f574adb958316c60,closed,true,2,4,v18.12.1,npm,react-inspector,5.1.1,6.0.1
financial-time-series-labeler,GarrisonD,https://github.com/GarrisonD/financial-time-series-labeler/pull/289,Bump react-dropzone from 11.5.3 to 12.0.4,289,dependabot/npm_and_yarn/react-dropzone-12.0.4,383f5cd38432c14f59be86a5b66df9b8fc5024e5,closed,true,2,4,lts/*,npm,react-dropzone,11.5.3,12.0.4
soundcloud-likes-log-action,WIStudent,https://github.com/WIStudent/soundcloud-likes-log-action/pull/68,Bump json-schema-to-typescript from 10.1.5 to 11.0.2,68,dependabot/npm_and_yarn/json-schema-to-typescript-11.0.2,ac2d0b4f5650d59655cd5b95c8c24bf2a539b8b5,closed,true,2,4,12,npm,json-schema-to-typescript,10.1.5,11.0.2
bpmn-visualization-js,process-analytics,https://github.com/process-analytics/bpmn-visualization-js/pull/1905,[INFRA] prod - Bump entities from 3.0.1 to 4.3.0,1905,dependabot/npm_and_yarn/entities-4.3.0,772a54f4f2b75c130c3db474428edbbd0c8a1677,closed,true,5,4,16,npm,entities,3.0.1,4.3.0
bpmn-visualization-js,process-analytics,https://github.com/process-analytics/bpmn-visualization-js/pull/2005,[INFRA] dev - Bump jest-image-snapshot from 4.5.1 to 5.1.0,2005,dependabot/npm_and_yarn/jest-image-snapshot-5.1.0,c94e06e5f5f3b0895ee26716ec96466dc230ce65,closed,true,3,4,16,npm,jest-image-snapshot,4.5.1,5.1.0
expressjs-template,hmcts,https://github.com/hmcts/expressjs-template/pull/472,Bump helmet from 5.0.1 to 6.0.0,472,dependabot/npm_and_yarn/helmet-6.0.0,cd21bb8e3b3cef07a788fc21a896239fc3ea20ea,closed,true,4,5,16.13.2,yarn,helmet,5.0.1,6.0.0
findy-wallet-pwa,findy-network,https://github.com/findy-network/findy-wallet-pwa/pull/105,Bump nightwatch from 1.7.13 to 2.0.2,105,dependabot/npm_and_yarn/dev/nightwatch-2.0.2,12f515b9735e4f996b057bde7283ad90d238b425,closed,true,4,5,v16.13.1,npm,nightwatch,1.7.13,2.0.2
litentry-app,litentry,https://github.com/litentry/litentry-app/pull/718,Bump react-native-aes-crypto from 1.3.10 to 2.0.0,718,dependabot/npm_and_yarn/develop/react-native-aes-crypto-2.0.0,f739f03b654aed59e9f7bed3ae0d1c52ba26250d,closed,true,2,5,14,yarn,react-native-aes-crypto,1.3.10,2.0.0
starwards,starwards,https://github.com/starwards/starwards/pull/987,Bump fast-check from 2.25.0 to 3.1.1,987,dependabot/npm_and_yarn/fast-check-3.1.1,f342d44ff9fff7c43136ec0409b8135b4cd3fbef,closed,true,3,5,v18.3.0,npm,fast-check,2.25.0,3.1.1
rubenamorim.dev,rubenamorim,https://github.com/rubenamorim/rubenamorim.dev/pull/262,chore(deps-dev): bump tailwindcss from 2.2.19 to 3.0.11,262,dependabot/npm_and_yarn/tailwindcss-3.0.11,b983af4782d902b8a4a4ac71434720736f557dc0,closed,true,2,6,lts/*,yarn,tailwindcss,2.2.19,3.0.11
plant-image-lambda,guyellis,https://github.com/guyellis/plant-image-lambda/pull/2415,Bump lalog from 1.0.2 to 2.0.0,2415,dependabot/npm_and_yarn/lalog-2.0.0,2e9b05a2207d472afd9f11cc7f5f5225d6eb089e,closed,true,2,6,16.15.0,npm,lalog,1.0.2,2.0.0
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/3083,Bump @testing-library/user-event from 13.5.0 to 14.0.4,3083,dependabot/npm_and_yarn/testing-library/user-event-14.0.4,5404dd2b0e7fb0af17116cbff0446503e920e1b5,closed,true,2,6,stable,npm,@testing-library/user-event,13.5.0,14.0.4
comparadise,ExpediaGroup,https://github.com/ExpediaGroup/comparadise/pull/14,chore(deps): bump use-query-params from 1.2.3 to 2.0.0,14,dependabot/npm_and_yarn/use-query-params-2.0.0,dd2411eb221f6b8b0d9a686df25ed657f181bfec,closed,true,6,6,18.5.0,npm,use-query-params,1.2.3,2.0.0
franksbooklog.com,fshowalter,https://github.com/fshowalter/franksbooklog.com/pull/40,Bump @testing-library/user-event from 13.5.0 to 14.0.4,40,dependabot/npm_and_yarn/testing-library/user-event-14.0.4,33a20381a382ecf3cdda603231bcd7153ca33fee,closed,true,2,6,lts/*,yarn,@testing-library/user-event,13.5.0,14.0.4
0x-api,0xProject,https://github.com/0xProject/0x-api/pull/1093,chore(deps): bump http-status-codes from 1.4.0 to 2.2.0,1093,dependabot/npm_and_yarn/http-status-codes-2.2.0,b5601a9f0e14b09c35f774f6e57b7e5814f4092e,closed,true,2,7,16,yarn,http-status-codes,1.4.0,2.2.0
teun.zengerink.com,tzengerink,https://github.com/tzengerink/teun.zengerink.com/pull/878,chore(deps): bump next from 12.3.1 to 13.0.0,878,dependabot/npm_and_yarn/next-13.0.0,fb84f8df9e7272d21b2a7c2ffcc4d31ebfd087a6,closed,true,2,7,16.14,yarn,next,12.3.1,13.0.0
fcuk,CampbellDocherty,https://github.com/CampbellDocherty/fcuk/pull/64,Bump @testing-library/user-event from 13.5.0 to 14.1.1,64,dependabot/npm_and_yarn/testing-library/user-event-14.1.1,5a20734a72e062b6bff0dc2f11ceba453b2c566f,closed,true,2,7,16.13,yarn,@testing-library/user-event,13.5.0,14.1.1
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/3929,Bump p-wait-for from 4.1.0 to 5.0.0,3929,dependabot/npm_and_yarn/p-wait-for-5.0.0,1cf32984fb7945eef45dc48e827ac1350e156893,closed,true,2,7,stable,npm,p-wait-for,4.1.0,5.0.0
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/3927,Bump p-timeout from 5.1.0 to 6.0.0,3927,dependabot/npm_and_yarn/p-timeout-6.0.0,c033c3608efc489a6596654661896458b8bc40a1,closed,true,3,8,stable,npm,p-timeout,5.1.0,6.0.0
yari,mdn,https://github.com/mdn/yari/pull/6431,build(deps): bump @mdn/browser-compat-data from 4.2.1 to 5.0.1,6431,dependabot/npm_and_yarn/mdn/browser-compat-data-5.0.1,247884a4267921bf76f1f62cc6008bb6dd4237d0,closed,true,3,8,v16,yarn,@mdn/browser-compat-data,4.2.1,5.0.1
nodejs.dev,nodejs,https://github.com/nodejs/nodejs.dev/pull/2346,build(deps-dev): bump @testing-library/user-event from 13.5.0 to 14.0.4,2346,dependabot/npm_and_yarn/testing-library/user-event-14.0.4,c5dad2c87e4aa466aad596b7c82b8f74b06c39ec,closed,true,5,8,lts/*,npm,@testing-library/user-event,13.5.0,14.0.4
franksmovielog.com,fshowalter,https://github.com/fshowalter/franksmovielog.com/pull/875,Bump @testing-library/user-event from 13.5.0 to 14.0.4,875,dependabot/npm_and_yarn/testing-library/user-event-14.0.4,26c3fcb3159b2a8bf340df99569ce1548fb47eda,closed,true,2,8,lts/*,yarn,@testing-library/user-event,13.5.0,14.0.4
nextjs-starter,shawnrivers,https://github.com/shawnrivers/nextjs-starter/pull/191,Bump cypress from 9.7.0 to 10.3.0,191,dependabot/npm_and_yarn/update-dependencies/cypress-10.3.0,29c0d2027306f552a253db311789eb3ef2092808,closed,true,4,9,16.15.0,npm,cypress,9.7.0,10.3.0
managed-care-review,CMSgov,https://github.com/CMSgov/managed-care-review/pull/1071,Bump cypress from 9.7.0 to 10.4.0,1071,dependabot/npm_and_yarn/cypress-10.3.1,6b6b7b25c83faf9e125d719178660a452ebdc9ef,closed,true,7,9,v16.15.1,yarn,cypress,9.7.0,10.4.0
uwazi,huridocs,https://github.com/huridocs/uwazi/pull/5122,Bump react-hook-form from 6.11.5 to 7.36.0,5122,dependabot/npm_and_yarn/react-hook-form-7.36.0,4044abe116f2596d9a104edd5681bf4e07de120d,closed,true,4,9,16.17.0,yarn,react-hook-form,6.11.5,7.36.0
exam-engine,digabi,https://github.com/digabi/exam-engine/pull/2132,build(deps-dev): bump @typescript-eslint/eslint-plugin from 4.33.0 to 5.20.0,2132,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-5.20.0,5c91a44a314c27a7fff8ebde013ffd63c9947840,closed,true,2,10,16.14.0,yarn,@typescript-eslint/eslint-plugin,4.33.0,5.20.0
forma-36,contentful,https://github.com/contentful/forma-36/pull/2242,chore: bump @testing-library/user-event from 13.5.0 to 14.4.3,2242,dependabot/npm_and_yarn/main/testing-library/user-event-14.4.3,c1bb8d9a41422bc471b83f3290f89e1093d8c83f,closed,true,10,11,v14.17.0,yarn,@testing-library/user-event,13.5.0,14.4.3
dataslate,Floppy,https://github.com/Floppy/dataslate/pull/654,Bump ts-standard from 10.0.0 to 11.0.0,654,dependabot/npm_and_yarn/ts-standard-11.0.0,2061acd5655fe2998a7a16aaf6c67072a9285365,closed,true,2,11,lts/*,yarn,ts-standard,10.0.0,11.0.0
amsterdam-styled-components,Amsterdam,https://github.com/Amsterdam/amsterdam-styled-components/pull/1794,Bump stylelint-config-prettier from 8.0.2 to 9.0.3,1794,dependabot/npm_and_yarn/stylelint-config-prettier-9.0.3,b5629971aba8256a71601b0518352f9db4f77937,closed,true,3,12,16,npm,stylelint-config-prettier,8.0.2,9.0.3
website-next,SwissTchoukball,https://github.com/SwissTchoukball/website-next/pull/209,fix(deps): bump @fortawesome/free-solid-svg-icons from 5.15.4 to 6.1.1,209,dependabot/npm_and_yarn/fortawesome/free-solid-svg-icons-6.1.1,79af008515c7a59d317b17d2039ab91bccbcb070,closed,true,2,12,14.17,npm,@fortawesome/free-solid-svg-icons,5.15.4,6.1.1
market,oceanprotocol,https://github.com/oceanprotocol/market/pull/1503,Bump react-data-table-component from 6.11.8 to 7.5.2,1503,dependabot/npm_and_yarn/react-data-table-component-7.5.2,64d702ce513f43f8d2da4e94348817818aaf9035,closed,true,4,15,16,npm,react-data-table-component,6.11.8,7.5.2
optic-expo,nearform,https://github.com/nearform/optic-expo/pull/888,chore(deps): bump react-native-paper from 4.12.5 to 5.0.1,888,dependabot/npm_and_yarn/react-native-paper-5.0.1,0d85ae966031356a57feed4f1a5ee142c20d152e,closed,true,3,18,16,yarn,react-native-paper,4.12.5,5.0.1
