name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files,node_version,pkg_manager,package,version_from,version_to
developing.ninja,fafnirical,https://github.com/fafnirical/developing.ninja/pull/1543,chore(deps): bump isbot from 3.7.1 to 4.1.0,1543,dependabot/npm_and_yarn/main/isbot-4.1.0,6ac43d212b47e8bc45c8be231965b801d8685968,closed,true,2,3,lts/hydrogen,npm,isbot,3.7.1,4.1.0
relaynet-internet-gateway,relaycorp,https://github.com/relaycorp/relaynet-internet-gateway/pull/1033,chore(deps): Bump prettier from 2.7.1 to 3.0.0,1033,dependabot/npm_and_yarn/prettier-3.0.0,bbe8ffdcb6bc9dcd81602359441748ccd8ed85b9,closed,true,3,3,18,npm,prettier,2.7.1,3.0.0
yari,mdn,https://github.com/mdn/yari/pull/8330,chore(deps): bump is-svg from 4.3.2 to 5.0.0,8330,dependabot/npm_and_yarn/is-svg-5.0.0,5e23ee46af09b021da1f341046eb25b4039f7b82,closed,true,2,3,v18,yarn,is-svg,4.3.2,5.0.0
code-server,coder,https://github.com/coder/code-server/pull/6247,chore: bump proxy-agent from 5.0.0 to 6.2.1,6247,dependabot/npm_and_yarn/proxy-agent-6.2.1,73d42f7ea06275f5c587578b65d9e9a870f1bdd9,closed,true,2,3,.node-version,yarn,proxy-agent,5.0.0,6.2.1
prefect-design,PrefectHQ,https://github.com/PrefectHQ/prefect-design/pull/718,Bump typescript from 4.9.5 to 5.0.3,718,dependabot/npm_and_yarn/typescript-5.0.3,58ba5da506189dfdeea2b79a31b207540e902eb2,closed,true,2,3,v16.5.0,npm,typescript,4.9.5,5.0.3
action-tinify,namoscato,https://github.com/namoscato/action-tinify/pull/359,Bump @actions/github from 4.0.0 to 5.1.1,359,dependabot/npm_and_yarn/actions/github-5.1.1,a77895bad8a915792200842335d1c915d222edfd,closed,true,5,3,18,npm,@actions/github,4.0.0,5.1.1
webext-messenger,pixiebrix,https://github.com/pixiebrix/webext-messenger/pull/137,Bump type-fest from 3.2.0 to 4.3.1,137,dependabot/npm_and_yarn/type-fest-4.3.1,6ae8df3b012837543e94472b42d071e95e0c21af,closed,true,3,3,18,npm,type-fest,3.2.0,4.3.1
teun.zengerink.com,tzengerink,https://github.com/tzengerink/teun.zengerink.com/pull/1199,chore(deps): bump marked from 7.0.4 to 8.0.0,1199,dependabot/npm_and_yarn/marked-8.0.0,942fc06c7d4125d41cc5691d7835d5308b15fbc8,closed,true,2,3,18.17,yarn,marked,7.0.4,8.0.0
maplibre-gl-js,maplibre,https://github.com/maplibre/maplibre-gl-js/pull/2329,Bump typescript from 4.9.5 to 5.0.3,2329,dependabot/npm_and_yarn/typescript-5.0.3,d825e5979bb0f2ee2e45698d97f6ac8bb99578c3,closed,true,2,3,18.12.1,npm,typescript,4.9.5,5.0.3
configs,donniean,https://github.com/donniean/configs/pull/482,build(deps): bump date-fns from 2.30.0 to 3.0.0,482,dependabot/npm_and_yarn/date-fns-3.0.0,af32159406702cc5625aa9a53fdb28aa0a5d41be,closed,true,2,3,lts/*,npm,date-fns,2.30.0,3.0.0
teun.zengerink.com,tzengerink,https://github.com/tzengerink/teun.zengerink.com/pull/1278,chore(deps): bump marked from 10.0.0 to 11.0.0,1278,dependabot/npm_and_yarn/marked-11.0.0,813894a524e350fba147a8882f70b9f5ae11c0fe,closed,true,2,3,18.17,yarn,marked,10.0.0,11.0.0
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/7136,Bump @datadog/browser-rum from 4.50.1 to 5.5.1,7136,dependabot/npm_and_yarn/datadog/browser-rum-5.5.1,67fe0e3888153d66d54cd8ba25c47b61bc35a3e9,closed,true,3,3,20.5.1,npm,@datadog/browser-rum,4.50.1,5.5.1
hoverboard,gdg-x,https://github.com/gdg-x/hoverboard/pull/2864,Bump typescript from 4.9.5 to 5.2.2,2864,dependabot/npm_and_yarn/typescript-5.2.2,e6395305d7ddb75091d9ee0a619c62773844aeef,closed,true,2,3,16,npm,typescript,4.9.5,5.2.2
wire-webapp,wireapp,https://github.com/wireapp/wire-webapp/pull/15151,chore(deps-dev): Bump @testing-library/react from 13.4.0 to 14.0.0,15151,dependabot/npm_and_yarn/testing-library/react-14.0.0,6e4de48a63055f629a4574771c4521fae866dafe,closed,true,2,3,16,yarn,@testing-library/react,13.4.0,14.0.0
react-ducks,iamogbz,https://github.com/iamogbz/react-ducks/pull/1269,chore(deps): bump immer from 9.0.16 to 10.0.2,1269,dependabot/npm_and_yarn/immer-10.0.2,29fe8e1aa3bb937084f477efd4e5ac84c590b01a,closed,true,2,3,14.17.3,npm,immer,9.0.16,10.0.2
yari,mdn,https://github.com/mdn/yari/pull/7004,build(deps): bump read-chunk from 3.2.0 to 4.0.3,7004,dependabot/npm_and_yarn/read-chunk-4.0.3,a09ebe1b159a17341020f27df8549990d03440c6,closed,true,4,3,v16.19,yarn,read-chunk,3.2.0,4.0.3
lilboards,lilboards,https://github.com/lilboards/lilboards/pull/1521,build(deps): bump debounce from 1.2.1 to 2.0.0,1521,dependabot/npm_and_yarn/debounce-2.0.0,44d3a9b6a8f60728d2e4f439171a297ba63316b9,closed,true,2,3,18,npm,debounce,1.2.1,2.0.0
clublive-website,julisch94,https://github.com/julisch94/clublive-website/pull/357,chore(deps-dev): bump @testing-library/vue from 7.0.0 to 8.0.0,357,dependabot/npm_and_yarn/testing-library/vue-8.0.0,acdbd73fc6afcae7bb61a815a5d34b4ddd5fd280,closed,true,2,3,v18.16.0,yarn,@testing-library/vue,7.0.0,8.0.0
konnect-portal,Kong,https://github.com/Kong/konnect-portal/pull/68,build(deps): bump launchdarkly-js-client-sdk from 2.24.2 to 3.1.3 TDX-3216,68,dependabot/npm_and_yarn/launchdarkly-js-client-sdk-3.1.3,575bdf01a8005e8dba4d0a8d53183061e195f5cf,closed,true,2,3,16.19.0,yarn,launchdarkly-js-client-sdk,2.24.2,3.1.3
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/5151,Bump @apidevtools/json-schema-ref-parser from 9.0.9 to 10.1.0,5151,dependabot/npm_and_yarn/apidevtools/json-schema-ref-parser-10.1.0,95e628add003256937e046f3c19298efb77deb0a,closed,true,2,3,18.13,npm,@apidevtools/json-schema-ref-parser,9.0.9,10.1.0
ci-speed-ui,thedumbterminal,https://github.com/thedumbterminal/ci-speed-ui/pull/634,Bump @mui/x-data-grid from 5.17.25 to 6.10.2,634,dependabot/npm_and_yarn/mui/x-data-grid-6.10.2,7072e53b8feb010b995f7ed70c192a22fc5100e8,closed,true,2,3,18,npm,@mui/x-data-grid,5.17.25,6.10.2
sciety,sciety,https://github.com/sciety/sciety/pull/2799,Bump googleapis-common from 6.0.4 to 7.0.1,2799,dependabot/npm_and_yarn/googleapis-common-7.0.1,66c9c633c58932b93d0147a070b1c4d86734edf0,closed,true,2,3,18.18,npm,googleapis-common,6.0.4,7.0.1
code-server,coder,https://github.com/coder/code-server/pull/6001,chore: bump limiter from 1.1.5 to 2.1.0,6001,dependabot/npm_and_yarn/limiter-2.1.0,93589edb61be2e8f5f2c5cd03aeae9e657df6bb1,closed,true,2,3,.node-version,yarn,limiter,1.1.5,2.1.0
webext-messenger,pixiebrix,https://github.com/pixiebrix/webext-messenger/pull/173,Bump @sindresorhus/tsconfig from 4.0.0 to 5.0.0,173,dependabot/npm_and_yarn/sindresorhus/tsconfig-5.0.0,b09f5cb703b881f5ae9e4bc2ccee3e63b77da953,closed,true,2,3,18,npm,@sindresorhus/tsconfig,4.0.0,5.0.0
paas-admin,alphagov,https://github.com/alphagov/paas-admin/pull/3461,Bump jsonwebtoken from 8.5.1 to 9.0.0,3461,dependabot/npm_and_yarn/jsonwebtoken-9.0.0,43c5003d923b28467b871381fdace505f8f813e4,closed,true,2,3,lts/Gallium,npm,jsonwebtoken,8.5.1,9.0.0
grafana-llm-app,grafana,https://github.com/grafana/grafana-llm-app/pull/125,Bump @testing-library/jest-dom from 5.16.5 to 6.1.4,125,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.4,088b6ca7e107369ea6b15bddd8ae328bd4d5532b,closed,true,2,3,18,npm,@testing-library/jest-dom,5.16.5,6.1.4
vscode-openshift-tools,redhat-developer,https://github.com/redhat-developer/vscode-openshift-tools/pull/3193,Bump react-loader-spinner from 4.0.0 to 5.4.5,3193,dependabot/npm_and_yarn/react-loader-spinner-5.4.5,acdc35af5787b64eb4bcd396a5135806ae9ccc5f,closed,true,2,3,v18.17.1,npm,react-loader-spinner,4.0.0,5.4.5
yari,mdn,https://github.com/mdn/yari/pull/7979,chore(deps-dev): bump downshift from 6.1.12 to 7.2.0,7979,dependabot/npm_and_yarn/downshift-7.2.0,ada624d3e6039d05ad54ab6192433398f8938074,closed,true,2,3,v18,yarn,downshift,6.1.12,7.2.0
di-account-management-frontend,alphagov,https://github.com/alphagov/di-account-management-frontend/pull/937,BAU: Bump pino from 7.6.0 to 8.14.1,937,dependabot/npm_and_yarn/main/pino-8.14.1,a387257e963d351c720780a858eeb3bcd478c970,closed,true,2,3,v16.17.0,npm,pino,7.6.0,8.14.1
yari,mdn,https://github.com/mdn/yari/pull/5524,build(deps): bump unified from 9.2.1 to 10.1.2,5524,dependabot/npm_and_yarn/unified-10.1.2,577c6d4e4e3b50000213b82167f99d609038c5b6,closed,true,2,3,v16.19,yarn,unified,9.2.1,10.1.2
cdk,guardian,https://github.com/guardian/cdk/pull/1775,chore(deps): bump @oclif/core from 1.24.2 to 2.6.4,1775,dependabot/npm_and_yarn/oclif/core-2.6.4,3afdc14be0594844bc69628b92aa687bf5d63137,closed,true,2,3,v16.15.0,npm,@oclif/core,1.24.2,2.6.4
di-account-management-frontend,alphagov,https://github.com/alphagov/di-account-management-frontend/pull/998,BAU: Bump express-validator from 6.13.0 to 7.0.1,998,dependabot/npm_and_yarn/main/express-validator-7.0.1,9bbf5feea202045341dcd8afd472d5031e92d350,closed,true,2,3,20.5.1,npm,express-validator,6.13.0,7.0.1
ionic-weather,asharonbaltazar,https://github.com/asharonbaltazar/ionic-weather/pull/184,Bump typescript from 4.8.2 to 5.1.6,184,dependabot/npm_and_yarn/typescript-5.1.6,234c5973966343fd2ef64ce49191e14584d1d70e,closed,true,2,3,v16.13.0,npm,typescript,4.8.2,5.1.6
wire-webapp,wireapp,https://github.com/wireapp/wire-webapp/pull/16349,chore(deps): Bump markdown-it from 13.0.2 to 14.0.0,16349,dependabot/npm_and_yarn/markdown-it-14.0.0,3989cffa2169c6691b9558632ce39bb4b8ffea52,closed,true,3,3,16,yarn,markdown-it,13.0.2,14.0.0
thegrandlb,johnchourajr,https://github.com/johnchourajr/thegrandlb/pull/120,chore(deps): bump @prismicio/client from 6.8.0 to 7.3.1,120,dependabot/npm_and_yarn/prismicio/client-7.3.1,a647a46339c2bc12a59431937075095eeda8ce17,closed,true,2,4,v16.15.0,npm,@prismicio/client,6.8.0,7.3.1
KeyringController,MetaMask,https://github.com/MetaMask/KeyringController/pull/306,Bump @metamask/obs-store from 8.1.0 to 9.0.0,306,dependabot/npm_and_yarn/main/metamask/obs-store-9.0.0,a3c07d5a439f6fcd22e8b1477d2da6a43e4c077a,closed,true,2,4,v16,yarn,@metamask/obs-store,8.1.0,9.0.0
vue-charts,PrefectHQ,https://github.com/PrefectHQ/vue-charts/pull/171,Bump typescript from 4.9.5 to 5.0.2,171,dependabot/npm_and_yarn/typescript-5.0.2,1e1c355ed43e64aa4c5b1717cdf2f9724a2081e2,closed,true,2,4,v16.5.0,npm,typescript,4.9.5,5.0.2
get-jwks,nearform,https://github.com/nearform/get-jwks/pull/197,chore(deps): bump lru-cache from 8.0.5 to 9.0.0,197,dependabot/npm_and_yarn/lru-cache-9.0.0,a9e9079c83c5d6202c257d59750aee9fdbb9ddeb,closed,true,2,4,lts/*,,lru-cache,8.0.5,9.0.0
mui-phone-number,ioki-mobility,https://github.com/ioki-mobility/mui-phone-number/pull/47,Bump prettier from 2.8.8 to 3.0.3,47,dependabot/npm_and_yarn/prettier-3.0.3,a2b247b20bfd0a90acd96777b8f855f99ee7725c,closed,true,2,4,16,yarn,prettier,2.8.8,3.0.3
project-start-web,project-start-an,https://github.com/project-start-an/project-start-web/pull/14,Bump prettier from 2.8.8 to 3.0.0,14,dependabot/npm_and_yarn/prettier-3.0.0,c42ffd0e22a621affd14c7101e3d353f24f4ebb1,closed,true,2,4,18,npm,prettier,2.8.8,3.0.0
react-hooks,mediamonks,https://github.com/mediamonks/react-hooks/pull/96,Bump typescript from 4.9.4 to 5.0.2,96,dependabot/npm_and_yarn/typescript-5.0.2,09fe1e813bcb704a6703d5d9b94b61ab406ba279,closed,true,4,4,18,npm,typescript,4.9.4,5.0.2
oleksiikachan.com,OleksiiKachan,https://github.com/OleksiiKachan/oleksiikachan.com/pull/438,build(deps): bump styled-components from 5.3.11 to 6.0.3,438,dependabot/npm_and_yarn/styled-components-6.0.3,415c2cde993bf67da9b2612a0304a2e594e1ad0e,closed,true,2,4,lts/hydrogen,yarn,styled-components,5.3.11,6.0.3
flight-planner,knoid,https://github.com/knoid/flight-planner/pull/126,Bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.2.0,126,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.2.0,445a9ef692f48975b03d7ea6f0e97a65bc0dd2f4,closed,true,2,4,lts/hydrogen,npm,@typescript-eslint/eslint-plugin,5.61.0,6.2.0
decentraland-gatsby,decentraland,https://github.com/decentraland/decentraland-gatsby/pull/708,chore(deps): bump node-html-parser from 5.4.2 to 6.1.8,708,dependabot/npm_and_yarn/node-html-parser-6.1.8,f2ff99a8b3c342925919d18d8737ac6d9e68a901,closed,true,2,4,v16.17.0,npm,node-html-parser,5.4.2,6.1.8
digitransit-virtualmonitor,HSLdevcom,https://github.com/HSLdevcom/digitransit-virtualmonitor/pull/396,Bump fast-xml-parser from 3.17.4 to 4.2.4,396,dependabot/npm_and_yarn/fast-xml-parser-4.2.4,44d0f4e164c151f3c596e44cb8be09d62ea4eb30,closed,true,3,4,16,npm,fast-xml-parser,3.17.4,4.2.4
kuma-gui,kumahq,https://github.com/kumahq/kuma-gui/pull/740,chore(deps-dev): Bump typescript from 4.9.5 to 5.0.2,740,dependabot/npm_and_yarn/typescript-5.0.2,46a60aa2ea74bb622b66a850525825fc9a4b64eb,closed,true,2,4,18.13,yarn,typescript,4.9.5,5.0.2
financial-time-series-labeler,GarrisonD,https://github.com/GarrisonD/financial-time-series-labeler/pull/466,Bump pixi.js from 6.5.5 to 7.2.3,466,dependabot/npm_and_yarn/pixi.js-7.2.3,b52fd5e884d0618d10449ba88521564f497a822c,closed,true,3,4,lts/*,npm,pixi.js,6.5.5,7.2.3
react,primer,https://github.com/primer/react/pull/3652,chore(deps): bump @lit-labs/react from 1.1.1 to 2.0.1,3652,dependabot/npm_and_yarn/lit-labs/react-2.0.1,be15e0e3ffe2d7964722391156b7080d3b56f1ea,closed,true,4,4,v18,npm,@lit-labs/react,1.1.1,2.0.1
ring-ui,JetBrains,https://github.com/JetBrains/ring-ui/pull/5949,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,5949,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,1fe56c4fff4998f2a08c16c974ed5ba8cb9e9113,closed,true,2,4,16.15.0,npm,@typescript-eslint/eslint-plugin,5.61.0,6.0.0
di-account-management-frontend,alphagov,https://github.com/alphagov/di-account-management-frontend/pull/1002,BAU: Bump connect-dynamodb from 2.0.6 to 3.0.0,1002,dependabot/npm_and_yarn/main/connect-dynamodb-3.0.0,0025d01258fe69247c083a399915f8cbe4c6594f,closed,true,3,4,20.5.1,npm,connect-dynamodb,2.0.6,3.0.0
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/5880,Bump jest-extended from 3.2.3 to 4.0.0,5880,dependabot/npm_and_yarn/jest-extended-4.0.0,8619f4c04cc735921ea0324de4efccd400082c0b,closed,true,4,4,18.13,npm,jest-extended,3.2.3,4.0.0
mdn-bcd-collector,GooborgStudios,https://github.com/GooborgStudios/mdn-bcd-collector/pull/291,Bump minimatch from 8.0.3 to 9.0.0,291,dependabot/npm_and_yarn/minimatch-9.0.0,519c9104f07a614bf5ca08820bf956a4bab7014f,closed,true,2,4,v18,npm,minimatch,8.0.3,9.0.0
design-system,little-spoon-dev,https://github.com/little-spoon-dev/design-system/pull/1018,chore(deps-dev): bump lerna from 6.6.2 to 7.2.0,1018,dependabot/npm_and_yarn/lerna-7.2.0,02bfdd3bec86ff1d0fa9b4f9cdd35e8eba01d225,closed,true,7,4,18,yarn,lerna,6.6.2,7.2.0
chainflip-sdk-monorepo,chainflip-io,https://github.com/chainflip-io/chainflip-sdk-monorepo/pull/141,chore(deps-dev): bump prettier from 2.8.8 to 3.0.2,141,dependabot/npm_and_yarn/prettier-3.0.2,98c0f42a6cb46f138ee314816c41b887e42cbba2,closed,true,2,4,18.16.0,pnpm,prettier,2.8.8,3.0.2
flight-planner,knoid,https://github.com/knoid/flight-planner/pull/5,Bump web-vitals from 2.1.4 to 3.1.1,5,dependabot/npm_and_yarn/web-vitals-3.1.1,8afa60593b7395bd7deb7ee5d60ba61c28558c34,closed,true,2,4,lts/hydrogen,npm,web-vitals,2.1.4,3.1.1
kuma-gui,kumahq,https://github.com/kumahq/kuma-gui/pull/907,chore(deps-dev): Bump @faker-js/faker from 7.6.0 to 8.0.1,907,dependabot/npm_and_yarn/faker-js/faker-8.0.1,f8b518a5fe3c84a9692f0f54fe1fcc67ee82368d,closed,true,3,4,18.13,yarn,@faker-js/faker,7.6.0,8.0.1
web,2anki,https://github.com/2anki/web/pull/420,chore(deps): bump styled-components from 5.3.11 to 6.0.3,420,dependabot/npm_and_yarn/styled-components-6.0.3,ae0232f53b68c94ae863a707b3c350ecfed4b53a,closed,true,2,4,v18.16.0,npm,styled-components,5.3.11,6.0.3
artblocks-contracts,ArtBlocks,https://github.com/ArtBlocks/artblocks-contracts/pull/542,Bump ethereum-waffle from 3.4.4 to 4.0.10,542,dependabot/npm_and_yarn/ethereum-waffle-4.0.10,218ee3e1877f55d00af490d1f7ceea880774079f,closed,true,4,4,10.20.1,yarn,ethereum-waffle,3.4.4,4.0.10
effica-trevaka-parser,Tampere,https://github.com/Tampere/effica-trevaka-parser/pull/134,Bump fast-xml-parser from 3.21.1 to 4.3.2,134,dependabot/npm_and_yarn/fast-xml-parser-4.3.2,e114e4919eba9e0e9daca0e60fb2745c47607b15,closed,true,2,4,18,npm,fast-xml-parser,3.21.1,4.3.2
yari,mdn,https://github.com/mdn/yari/pull/9888,chore(deps): bump openai from 3.3.0 to 4.14.0,9888,dependabot/npm_and_yarn/openai-4.14.0,5720ebaf990a9fe44382375e38ff7bd893b80452,closed,true,2,4,v18.17,yarn,openai,3.3.0,4.14.0
cypress-codegen,ExpediaGroup,https://github.com/ExpediaGroup/cypress-codegen/pull/136,chore(deps): bump glob from 8.1.0 to 9.2.1,136,dependabot/npm_and_yarn/glob-9.2.1,63176b8738be95e54f321d46597cb7a8428d7026,closed,true,2,4,18.4.0,npm,glob,8.1.0,9.2.1
react,primer,https://github.com/primer/react/pull/3824,chore(deps-dev): bump typescript from 4.9.5 to 5.2.2,3824,dependabot/npm_and_yarn/typescript-5.2.2,c2f81b3c175c18c76acef1d9d1e537aeb6387a8c,closed,true,5,4,v18,npm,typescript,4.9.5,5.2.2
web,2anki,https://github.com/2anki/web/pull/338,chore(deps): bump react-router-dom from 5.3.0 to 6.8.1,338,dependabot/npm_and_yarn/react-router-dom-6.8.1,36fd6f12fceb499a2301028970ff08e455360749,closed,true,2,4,v16.15.1,npm,react-router-dom,5.3.0,6.8.1
forma-36,contentful,https://github.com/contentful/forma-36/pull/2525,chore: bump react-router-dom from 5.3.0 to 6.14.1,2525,dependabot/npm_and_yarn/main/react-router-dom-6.14.1,0d2feef49fe9c06f8a6a91e5b8216fe356291ff1,closed,true,2,4,v18.15.0,npm,react-router-dom,5.3.0,6.14.1
yari,mdn,https://github.com/mdn/yari/pull/8037,chore(deps): bump unist-builder from 2.0.3 to 3.0.1,8037,dependabot/npm_and_yarn/unist-builder-3.0.1,cee9997ebdbaeff29a53c733a373879883d5cf51,closed,true,2,4,v16.19,yarn,unist-builder,2.0.3,3.0.1
react,primer,https://github.com/primer/react/pull/3761,chore(deps-dev): bump eslint-plugin-testing-library from 5.11.0 to 6.0.2,3761,dependabot/npm_and_yarn/eslint-plugin-testing-library-6.0.2,488eabfced704c68390577bcf4b4674529837eab,closed,true,2,5,v18,npm,eslint-plugin-testing-library,5.11.0,6.0.2
web,impactMarket,https://github.com/impactMarket/web/pull/373,Bump @prismicio/client from 6.7.3 to 7.3.1,373,dependabot/npm_and_yarn/prismicio/client-7.3.1,3ce3b6813ae5cb8f06280318b0ec3210465f8c54,closed,true,3,5,v18.16.0,yarn,@prismicio/client,6.7.3,7.3.1
graphs,PrefectHQ,https://github.com/PrefectHQ/graphs/pull/357,Bump date-fns from 2.30.0 to 3.0.0,357,dependabot/npm_and_yarn/date-fns-3.0.0,f07190056078b3f9922cc7ac4e1acf030979cbe0,closed,true,3,5,v18.18.0,npm,date-fns,2.30.0,3.0.0
alfresco-js-api,Alfresco,https://github.com/Alfresco/alfresco-js-api/pull/1607,Bump typescript from 4.9.5 to 5.1.6,1607,dependabot/npm_and_yarn/typescript-5.1.6,14129b9771e968f4abc692559e1cfd9da630ba87,closed,true,2,5,18,npm,typescript,4.9.5,5.1.6
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/6295,Bump @testing-library/jest-dom from 5.17.0 to 6.0.1,6295,dependabot/npm_and_yarn/testing-library/jest-dom-6.0.1,e0dd810ec25300136d04843bb23f7f82461f3c2e,closed,true,3,5,18.13,npm,@testing-library/jest-dom,5.17.0,6.0.1
werewolves-assistant-api-next,antoinezanardi,https://github.com/antoinezanardi/werewolves-assistant-api-next/pull/59,chore(deps): bump mongoose from 6.10.4 to 7.0.3,59,dependabot/npm_and_yarn/develop/mongoose-7.0.3,9ed01898f4dbf612bd2babdf0bddf8277c84ee23,closed,true,3,5,18,npm,mongoose,6.10.4,7.0.3
env-parser,freakyfelt,https://github.com/freakyfelt/env-parser/pull/5,build(deps-dev): bump prettier from 2.8.8 to 3.0.1,5,dependabot/npm_and_yarn/prettier-3.0.1,5ee11625727d17707090e7913cadc9eb085f1c10,closed,true,3,5,18,npm,prettier,2.8.8,3.0.1
design-system,citizensadvice,https://github.com/citizensadvice/design-system/pull/2973,chore(deps-dev): bump @testing-library/jest-dom from 5.17.0 to 6.1.3,2973,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.3,f6cbe4df4c937c6356db1192fda1927e68704941,closed,true,2,5,18,npm,@testing-library/jest-dom,5.17.0,6.1.3
msw-inspector,toomuchdesign,https://github.com/toomuchdesign/msw-inspector/pull/33,chore(deps-dev): bump prettier from 2.8.8 to 3.0.0,33,dependabot/npm_and_yarn/prettier-3.0.0,83aebe174b28ecca6a69c604907accb4da38344c,closed,true,2,6,18,npm,prettier,2.8.8,3.0.0
home-assistant-js-websocket,home-assistant,https://github.com/home-assistant/home-assistant-js-websocket/pull/415,Bump typescript from 4.9.5 to 5.2.2,415,dependabot/npm_and_yarn/typescript-5.2.2,c63612cbbe3e401ef9828440c233c5df3c53ab53,closed,true,3,6,18,yarn,typescript,4.9.5,5.2.2
cdk,guardian,https://github.com/guardian/cdk/pull/2137,chore(deps): bump @guardian/eslint-config-typescript from 7.0.0 to 8.0.0,2137,dependabot/npm_and_yarn/guardian/eslint-config-typescript-8.0.0,1085a2b40d1d694fd163c093c2e2aa894acbf91c,closed,true,2,6,v18.18.0,npm,@guardian/eslint-config-typescript,7.0.0,8.0.0
MineflayerArmorManager,PrismarineJS,https://github.com/PrismarineJS/MineflayerArmorManager/pull/67,chore(deps-dev): bump prettier from 2.8.8 to 3.0.0,67,dependabot/npm_and_yarn/prettier-3.0.0,8478124b239d134733f14a71e836fadf67040797,closed,true,2,6,v18.16.1,npm,prettier,2.8.8,3.0.0
wire-webapp,wireapp,https://github.com/wireapp/wire-webapp/pull/16124,chore(deps-dev): Bump fake-indexeddb from 4.0.2 to 5.0.1,16124,dependabot/npm_and_yarn/fake-indexeddb-5.0.1,a1c409548b61b818589d4cda41740bff9f4875cc,closed,true,5,6,16,yarn,fake-indexeddb,4.0.2,5.0.1
