name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files
ember-rdfa-editor-lblod-plugins,lblod,https://github.com/lblod/ember-rdfa-editor-lblod-plugins/pull/203,Bump prettier from 2.8.8 to 3.0.0,203,dependabot/npm_and_yarn/prettier-3.0.0,35934ea0c33e5e148c0fd44d2af0e746b041f73a,closed,true,5,93
wastefree,jonhaddow,https://github.com/jonhaddow/wastefree/pull/155,Bump prettier from 2.8.7 to 3.0.3,155,dependabot/npm_and_yarn/prettier-3.0.3,e0a730d6ecb04bb10859fba95156ae7372cebeaa,closed,true,3,26
guyromellemagayano,guyromellemagayano,https://github.com/guyromellemagayano/guyromellemagayano/pull/176,Bump eslint-plugin-testing-library from 5.11.1 to 6.0.1,176,dependabot/npm_and_yarn/eslint-plugin-testing-library-6.0.1,28a96d807b3c3c9d03a8cb59ed6e8f6c143bc5db,closed,true,3,256
git-democracy,myyk,https://github.com/myyk/git-democracy/pull/855,chore(deps): bump @actions/github from 5.1.1 to 6.0.0,855,dependabot/npm_and_yarn/actions/github-6.0.0,2b710092bdbe1d8991479c05a73c8020d83dbe36,closed,true,2,35
web-ext,mozilla,https://github.com/mozilla/web-ext/pull/2807,chore(deps-dev): bump prettier from 2.8.8 to 3.0.0,2807,dependabot/npm_and_yarn/prettier-3.0.0,41be5de18b4e98fe380e9784b93c9e6096f5a120,closed,true,2,65
pando,pluralsight,https://github.com/pluralsight/pando/pull/1582,chore: bump @typescript-eslint/eslint-plugin from 5.62.0 to 6.0.0 in /packages/headless-styles,1582,dependabot/npm_and_yarn/packages/headless-styles/typescript-eslint/eslint-plugin-6.0.0,44c684ea1dcb851bd1569c6239be05cd9900f705,closed,true,8,42
cli,mittwald,https://github.com/mittwald/cli/pull/80,Bump oclif from 3.9.1 to 4.0.3,80,dependabot/npm_and_yarn/oclif-4.0.3,b4e7e5b5f0dd58b14f2a82bfa1d3e8807c7df7dc,closed,true,2,67
devops-dashboard,Oxedos,https://github.com/Oxedos/devops-dashboard/pull/18,build(deps): bump styled-components from 5.3.11 to 6.0.1,18,dependabot/npm_and_yarn/styled-components-6.0.1,02d6ccc281f243e7766635cb839c9f1856fcd234,closed,true,4,27
zwave-js-server,zwave-js,https://github.com/zwave-js/zwave-js-server/pull/982,Bump prettier from 2.8.8 to 3.0.0,982,dependabot/npm_and_yarn/prettier-3.0.0,f3b4b55efcbb16aaaba22a2158e6daedc1c8dfb8,closed,true,2,23
SimplexFirmiana.github.io,SimplexFirmiana,https://github.com/SimplexFirmiana/SimplexFirmiana.github.io/pull/4,Bump hexo-generator-tag from 1.0.0 to 2.0.0,4,dependabot/npm_and_yarn/hexo-generator-tag-2.0.0,22045bcb3c1a5993897643141bd5c0b9de312e47,closed,true,3,7174
node-packages,ffflorian,https://github.com/ffflorian/node-packages/pull/222,chore(deps-dev): bump prettier from 2.8.8 to 3.0.3,222,dependabot/npm_and_yarn/prettier-3.0.3,dc216157b95bfb405b85224e281db4ba6fd6a8ba,closed,true,6,45
.github,thnetii,https://github.com/thnetii/.github/pull/109,Bump @azure/msal-node from 1.18.1 to 2.1.0,109,dependabot/npm_and_yarn/azure/msal-node-2.1.0,75b0dc29f4a65c6ad64b714a181b78512558444a,closed,true,5,17
divviup-ts,divviup,https://github.com/divviup/divviup-ts/pull/350,Bump prettier from 2.8.8 to 3.0.0,350,dependabot/npm_and_yarn/prettier-3.0.0,84b54d5fa29d565746f237b734118e0aefc32dea,closed,true,2,47
vrembem,sebnitu,https://github.com/sebnitu/vrembem/pull/1415,chore(deps-dev): bump @testing-library/jest-dom from 5.17.0 to 6.1.2,1415,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.2,8efa82f03494b292a2207a92a4059162e5fd23ce,closed,true,2,23
mutation-testing-elements,stryker-mutator,https://github.com/stryker-mutator/mutation-testing-elements/pull/2609,build(deps-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,2609,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,5f016d9f84a19526ec4bfa278950c96a7560e8d5,closed,true,3,22
audioverse-next,audioverse-org,https://github.com/audioverse-org/audioverse-next/pull/410,Bump @testing-library/react from 13.4.0 to 14.0.0,410,dependabot/npm_and_yarn/testing-library/react-14.0.0,8b3de2f03cb1f8b5467633e195a166f810e32283,closed,true,3,27
js-libp2p-interfaces,libp2p,https://github.com/libp2p/js-libp2p-interfaces/pull/362,deps!: bump it-stream-types from 1.0.5 to 2.0.1,362,dependabot/npm_and_yarn/it-stream-types-2.0.1,48d8638d0b7831e5a5f2501844592cb3b3f83d40,closed,true,4,19
codeql-action,github,https://github.com/github/codeql-action/pull/1504,Bump @octokit/types from 8.0.0 to 9.0.0,1504,dependabot/npm_and_yarn/octokit/types-9.0.0,14c4412c63ec02788629efffa1814963ae1d794a,closed,true,2,81
shields,badges,https://github.com/badges/shields/pull/9357,chore(deps-dev): bump prettier from 2.8.8 to 3.0.0,9357,dependabot/npm_and_yarn/prettier-3.0.0,fb794ec479fb1c5af44b25e99ba1177e6ed39cd7,closed,true,3,502
ui,teamleadercrm,https://github.com/teamleadercrm/ui/pull/2747,chore(deps-dev): bump prettier from 2.8.0 to 3.0.3,2747,dependabot/npm_and_yarn/next-release/prettier-3.0.3,04d0c1edd691ebec7ec89ad57dce5289079227f7,closed,true,4,62
sables,sables-app,https://github.com/sables-app/sables/pull/132,chore(deps): Bump prettier from 2.8.8 to 3.0.3,132,dependabot/npm_and_yarn/prettier-3.0.3,cfae21ded3d0e92b4ea0f3fe3c81244a4c9111f2,closed,true,2,107
streampipes,apache,https://github.com/apache/streampipes/pull/1873,Bump prettier from 2.8.1 to 3.0.3 in /ui,1873,dependabot/npm_and_yarn/ui/prettier-3.0.3,f2b3c24545a6656ac6339a68f767ec9ae0bd1ce7,closed,true,2,43
parse5,inikulin,https://github.com/inikulin/parse5/pull/1080,chore(deps-dev): bump prettier from 2.8.8 to 3.1.1,1080,dependabot/npm_and_yarn/prettier-3.1.1,02b51de3c2de07474c2eb6da57056bbbdcdf2cf0,closed,true,5,32
notifications,nextcloud,https://github.com/nextcloud/notifications/pull/1457,Chore(deps): Bump @nextcloud/dialogs from 3.2.0 to 4.0.1,1457,dependabot/npm_and_yarn/nextcloud/dialogs-4.0.1,63190361ad21c0fbafe36957fff16e6b3c3a8caf,closed,true,3,20
lucuma-react,gemini-hlsw,https://github.com/gemini-hlsw/lucuma-react/pull/330,Bump react-resize-detector from 7.1.2 to 8.0.0,330,dependabot/npm_and_yarn/react-resize-detector-8.0.0,4ad24a5c30df2c48348bd14fc55dee0f5d8b230b,closed,true,2,17
cspell-action,streetsidesoftware,https://github.com/streetsidesoftware/cspell-action/pull/1134,chore(deps): bump @octokit/plugin-rest-endpoint-methods from 6.7.0 to 7.0.1,1134,dependabot/npm_and_yarn/octokit/plugin-rest-endpoint-methods-7.0.1,36d06ec244cadd5961a16e49ead2070baf6b377a,closed,true,2,265
h,hypothesis,https://github.com/hypothesis/h/pull/8088,Bump prettier from 2.8.8 to 3.0.0,8088,dependabot/npm_and_yarn/prettier-3.0.0,2d0abeff53d4075ebb6a30dcf97922dbb59f3896,closed,true,2,29
jackson,boxyhq,https://github.com/boxyhq/jackson/pull/1311,Bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,1311,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,9e9e89faf294ec2e42278d1f973706db18528112,closed,true,4,20
familie-ks-sak-frontend,navikt,https://github.com/navikt/familie-ks-sak-frontend/pull/363,Bump styled-components from 5.3.9 to 6.1.1,363,dependabot/npm_and_yarn/styled-components-6.1.1,4ee7a5a263f4745dd11f699e2f00fd9cc54baace,closed,true,5,20
heimdall2,mitre,https://github.com/mitre/heimdall2/pull/4321,Bump fast-xml-parser from 3.21.1 to 4.2.0,4321,dependabot/npm_and_yarn/fast-xml-parser-4.2.0,d908b393b594f1dc4637f6ca42df204dc93f23a2,closed,true,16,26
lucuma-react,gemini-hlsw,https://github.com/gemini-hlsw/lucuma-react/pull/392,Bump typescript from 4.9.5 to 5.0.2,392,dependabot/npm_and_yarn/typescript-5.0.2,82c54f0a576ec98866d8da3c20d42ed76ec1cc2e,closed,true,2,17
three-sixty,Macavity,https://github.com/Macavity/three-sixty/pull/19,Bump @typescript-eslint/eslint-plugin from 5.62.0 to 6.2.0,19,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.2.0,0828b8da8c17700dddae59341a79649d0f3a1a25,closed,true,2,28
notes-from-nature-field-book,zooniverse,https://github.com/zooniverse/notes-from-nature-field-book/pull/210,Bump prettier from 1.16.4 to 2.8.4,210,dependabot/npm_and_yarn/prettier-2.8.4,5cca58d90ebbb74c5ccb6c3dbb0823f40938e481,closed,true,2,19
terms_of_service,nextcloud,https://github.com/nextcloud/terms_of_service/pull/849,Chore(deps-dev): Bump @nextcloud/webpack-vue-config from 5.5.1 to 6.0.0,849,dependabot/npm_and_yarn/nextcloud/webpack-vue-config-6.0.0,3ddf01da05e65bfd6e475f5e1c3de81769be5841,closed,true,2,20
setup-nim-action,jiro4989,https://github.com/jiro4989/setup-nim-action/pull/368,chore(deps-dev): bump prettier from 2.8.8 to 3.0.1,368,dependabot/npm_and_yarn/prettier-3.0.1,a72dbdf90959492f01b87213e456aa0a1ee0c52c,closed,true,2,86
dbildungs-iam-server,dBildungsplattform,https://github.com/dBildungsplattform/dbildungs-iam-server/pull/75,Bump prettier from 2.8.8 to 3.0.3,75,dependabot/npm_and_yarn/prettier-3.0.3,8ffef549531057af55c310965e28b7f8d749d67c,closed,true,5,22
upj53.github.io,upj53,https://github.com/upj53/upj53.github.io/pull/16,Bump stylelint-config-prettier from 8.0.2 to 9.0.4,16,dependabot/npm_and_yarn/stylelint-config-prettier-9.0.4,a5ac9f556b0f91d475d6182b7d055f0742d4fd0d,closed,true,2,92
univapay-node,univapay,https://github.com/univapay/univapay-node/pull/839,Bump prettier from 2.8.8 to 3.0.0,839,dependabot/npm_and_yarn/prettier-3.0.0,f3439f6bd80b00ad4d2bf26bcaa5317fc1af49f8,closed,true,3,28
eslint-plugin-es-x,eslint-community,https://github.com/eslint-community/eslint-plugin-es-x/pull/88,Bump @typescript-eslint/parser from 5.62.0 to 6.1.0,88,dependabot/npm_and_yarn/typescript-eslint/parser-6.1.0,d7de90abe30d925e1508a2a0dc9d9cc95036f423,closed,true,4,56
ci-speed-ui,thedumbterminal,https://github.com/thedumbterminal/ci-speed-ui/pull/605,Bump prettier from 2.8.8 to 3.0.0,605,dependabot/npm_and_yarn/prettier-3.0.0,61639f410236d717c4106f06b0035b9b033d89f2,closed,true,2,20
ant-design,ant-design,https://github.com/ant-design/ant-design/pull/41109,chore(deps-dev): bump glob from 8.1.0 to 9.2.1,41109,dependabot/npm_and_yarn/glob-9.2.1,c3f8424c988c8503c0cf8de4cf7fcbfd2425cdca,closed,true,10,141
maplibre-contour,onthegomap,https://github.com/onthegomap/maplibre-contour/pull/34,Bump prettier from 2.8.8 to 3.0.0,34,dependabot/npm_and_yarn/prettier-3.0.0,645428615d02ac6eb7f4fab986fc5394f7978d5a,closed,true,2,19
shescape,ericcornelissen,https://github.com/ericcornelissen/shescape/pull/1025,Bump prettier from 2.8.8 to 3.0.0,1025,dependabot/npm_and_yarn/prettier-3.0.0,0e3af12dfe69dc02c708cf72dd16b1533d6594b7,closed,true,2,34
FormulaOne,FozzieHi,https://github.com/FozzieHi/FormulaOne/pull/459,Bump prettier from 2.8.8 to 3.0.0,459,dependabot/npm_and_yarn/prettier-3.0.0,b19eb3e85ef50879abbf69897a2474f563283164,closed,true,2,66
mutation-testing-elements,stryker-mutator,https://github.com/stryker-mutator/mutation-testing-elements/pull/2601,build(deps-dev): bump prettier from 2.8.8 to 3.0.0,2601,dependabot/npm_and_yarn/prettier-3.0.0,542abb190e2c36b10665a1f3b7c9888991873be2,closed,true,2,34
option-t,option-t,https://github.com/option-t/option-t/pull/1911,Bump prettier from 2.8.8 to 3.0.0,1911,dependabot/npm_and_yarn/prettier-3.0.0,a6e4658cfa47d13a0cbeeca232a8c7e927d5f815,closed,true,2,194
shadocs,jgazeau,https://github.com/jgazeau/shadocs/pull/124,chore:(deps-dev): bump cypress from 11.2.0 to 12.2.0,124,dependabot/npm_and_yarn/cypress-12.2.0,ac714b282e74f34e38aa51a4093ade96f2d7ab4c,closed,true,2,17
milliejs,sbonami,https://github.com/sbonami/milliejs/pull/156,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.2.0,156,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.2.0,1629b6ae2f722359847228246a9d1a3638f53a68,closed,true,5,31
web,accentor,https://github.com/accentor/web/pull/1018,Bump prettier from 2.8.8 to 3.0.1,1018,dependabot/npm_and_yarn/prettier-3.0.1,abd5791d65bbeae5515dd704c124bd153fe53f54,closed,true,5,48
vscode-codeql,github,https://github.com/github/vscode-codeql/pull/2470,Bump @faker-js/faker from 7.5.0 to 8.0.2 in /extensions/ql-vscode,2470,dependabot/npm_and_yarn/extensions/ql-vscode/faker-js/faker-8.0.2,8db5c6de65962d32bf90792bcf19871cd3c7ef75,closed,true,4,19
pd-live-react,PagerDuty,https://github.com/PagerDuty/pd-live-react/pull/111,Bump immer from 9.0.21 to 10.0.2,111,dependabot/npm_and_yarn/develop/immer-10.0.2,0e3d284203135109f54f9d39d885834a6b8cd814,closed,true,2,24
xml-crypto,node-saml,https://github.com/node-saml/xml-crypto/pull/350,Bump prettier from 2.8.8 to 3.0.0,350,dependabot/npm_and_yarn/prettier-3.0.0,2c26d724a86dda091b931f40b5e05743e5bb6367,closed,true,2,20
