name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files
shared-configs,fisker,https://github.com/fisker/shared-configs/pull/376,chore(deps): update eslint-plugin-node requirement from 9.2.0 to 10.0.0,376,dependabot/npm_and_yarn/eslint-plugin-node-10.0.0,c180ba5d2b960e40ce7a71309ad947308c8be608,closed,true,2,8
todo-react,OrangeDrangon,https://github.com/OrangeDrangon/todo-react/pull/5,Bump react-scripts from 2.1.8 to 3.0.0,5,dependabot/npm_and_yarn/react-scripts-3.0.0,2aed341a51e3a1281d6f88d66e60e8beea532b01,closed,true,5,12
universe,adeira,https://github.com/adeira/universe/pull/50,Bump commander from 3.0.2 to 4.0.0,50,dependabot/npm_and_yarn/commander-4.0.0,b9c64bad77ee24246fdac8eba5e33f56cb8ba232,closed,true,2,3
eslint-config-contactlab,contactlab,https://github.com/contactlab/eslint-config-contactlab/pull/39,Bump eslint from 5.16.0 to 6.0.0,39,dependabot/npm_and_yarn/eslint-6.0.0,95be0f9a5576c6fe966fdefd4178dfeeec28c10e,closed,true,2,7
http2-http1-server-node,nwtgck,https://github.com/nwtgck/http2-http1-server-node/pull/8,Bump get-port from 4.2.0 to 5.0.0,8,dependabot/npm_and_yarn/get-port-5.0.0,13b25908f2ce91567790b0a26f75534aa991bdd7,closed,true,2,3
mknepprath-next,mknepprath,https://github.com/mknepprath/mknepprath-next/pull/16,Bump date-fns from 1.30.1 to 2.8.1,16,dependabot/npm_and_yarn/date-fns-2.8.1,332bb017aac66653e148197258c010e6c6764a40,closed,true,5,7
GitPlayground,vfarah-if,https://github.com/vfarah-if/GitPlayground/pull/15,Bump codelyzer from 4.5.0 to 5.1.0 in /src/ngAccidentStatistics,15,dependabot/npm_and_yarn/src/ngAccidentStatistics/codelyzer-5.1.0,4bb93aeb89e3104a0273c3154210dbc62ec4798c,closed,true,2,5
appy,contactlab,https://github.com/contactlab/appy/pull/271,chore(deps-dev): bump jest-fetch-mock from 2.1.2 to 3.0.1,271,dependabot/npm_and_yarn/jest-fetch-mock-3.0.1,9a25998e8415d91ecb2c25bd0e0c8adc10577986,closed,true,3,7
my-timezone,ffflorian,https://github.com/ffflorian/my-timezone/pull/297,chore(deps-dev): bump nock from 10.0.6 to 11.3.2,297,dependabot/npm_and_yarn/nock-11.3.2,9ffadfdfb104c7de5c682f2914d6f449ece85c4f,closed,true,4,4
pay-toolbox,alphagov,https://github.com/alphagov/pay-toolbox/pull/254,Bump govuk-frontend from 2.13.0 to 3.4.0,254,dependabot/npm_and_yarn/govuk-frontend-3.4.0,f2703549aaf54a7ed1315e2f16ad5f072ed3c5f2,closed,true,2,34
comit-rs,comit-network,https://github.com/comit-network/comit-rs/pull/1225,Bump ethereumjs-util from 5.2.0 to 6.1.0 in /api_tests,1225,dependabot/npm_and_yarn/api_tests/ethereumjs-util-6.1.0,180d3b03044db308f18a4cb4c18f2f336bbc7a8c,closed,true,2,3
spot,airtasker,https://github.com/airtasker/spot/pull/196,Bump ts-morph from 1.3.3 to 2.0.1,196,dependabot/npm_and_yarn/ts-morph-2.0.1,f9528a6faec8feb6645e457d9624b766b557766c,closed,true,2,3
frolint,wantedly,https://github.com/wantedly/frolint/pull/107,Bump eslint from 5.16.0 to 6.0.1,107,dependabot/npm_and_yarn/eslint-6.0.1,f1e12bc4e7677ebee7495b8a456bf628c419d0e2,closed,true,4,15
opennms-js,OpenNMS,https://github.com/OpenNMS/opennms-js/pull/96,build(deps-dev): bump terser-webpack-plugin from 1.4.1 to 2.0.1,96,dependabot/npm_and_yarn/terser-webpack-plugin-2.0.1,2a3ebd96dacaa47ebd22a6398a50fd0ecce58deb,closed,true,2,3
node-draft-releaser,JamesMGreene,https://github.com/JamesMGreene/node-draft-releaser/pull/22,Bump nock from 10.0.6 to 11.3.4,22,dependabot/npm_and_yarn/nock-11.3.4,67aebebeef37ce8f1c42f92912c1296189d8f6cb,closed,true,3,3
mar-y,dhis2,https://github.com/dhis2/mar-y/pull/91,chore(deps): bump @dhis2/ui-core from 3.12.0 to 4.0.3,91,dependabot/npm_and_yarn/master/dhis2/ui-core-4.0.3,77c6305e753eb28a5c117ccc88003d8716cf4b44,closed,true,3,5
learning-lab-components,github,https://github.com/github/learning-lab-components/pull/61,Bump standard from 12.0.1 to 13.1.0,61,dependabot/npm_and_yarn/standard-13.1.0,410d4efb6814b2a2075be97ba3fa3b2df81d2ba3,closed,true,4,23
self-talk,raviqqe,https://github.com/raviqqe/self-talk/pull/457,Bump styled-components from 4.4.1 to 5.0.0,457,dependabot/npm_and_yarn/styled-components-5.0.0,811324282ad1655d46efc0ffefb3d74b2dd681f6,closed,true,3,18
stylelint,stylelint,https://github.com/stylelint/stylelint/pull/4528,Bump globby from 10.0.2 to 11.0.0,4528,dependabot/npm_and_yarn/globby-11.0.0,d9dbce2691912479b10dd6691da8cabff89bf9c7,closed,true,3,3
Panopticon,ehimennlab,https://github.com/ehimennlab/Panopticon/pull/201,Bump sass-loader from 7.3.1 to 8.0.1 in /src,201,dependabot/npm_and_yarn/src/sass-loader-8.0.1,26e20918a9b78d973b65e2b4f12c577ef1d41b61,closed,true,3,3
RoRBuilder,dalen,https://github.com/dalen/RoRBuilder/pull/26,Bump react-scripts from 2.1.5 to 3.0.1,26,dependabot/npm_and_yarn/react-scripts-3.0.1,418c7b254c5a4c94723aa7feb1b8a11f5c9adaed,closed,true,2,24
hackaru-desktop,ktmouk,https://github.com/ktmouk/hackaru-desktop/pull/43,Bump date-fns from 1.30.1 to 2.0.1,43,dependabot/npm_and_yarn/date-fns-2.0.1,e53f6b2e3ea415b79693d3834bea219de69a4423,closed,true,6,6
ipfs-desktop,ipfs-shipyard,https://github.com/ipfs-shipyard/ipfs-desktop/pull/1052,chore(deps-dev): bump standard from 13.1.0 to 14.0.2,1052,dependabot/npm_and_yarn/standard-14.0.2,403816498d20dbfa3ca36307253d43ed1bcb4f0d,closed,true,2,7
Stardust,tillersystems,https://github.com/tillersystems/Stardust/pull/812,chore(deps): bump @tippy.js/react from 2.2.3 to 3.1.0,812,dependabot/npm_and_yarn/tippy.js/react-3.1.0,b062ee9db89ecd68e1ebb9a71f58e1cae27544a0,closed,true,2,3
heroes-platform-demo,stelace,https://github.com/stelace/heroes-platform-demo/pull/7,chore(deps): bump vue-socket.io-extended from 3.2.1 to 4.0.1,7,dependabot/npm_and_yarn/vue-socket.io-extended-4.0.1,ba530c8cc64c45f26fee303028c76ae601358244,closed,true,2,3
event-espresso-core,eventespresso,https://github.com/eventespresso/event-espresso-core/pull/1306,Bump css-loader from 2.1.1 to 3.0.0,1306,dependabot/npm_and_yarn/css-loader-3.0.0,b986f1c665d46c9aa2883417bc55936cafdd9e01,closed,true,2,3
fork-cms-webpack-boilerplate,jessedobbelaere,https://github.com/jessedobbelaere/fork-cms-webpack-boilerplate/pull/155,Bump clean-webpack-plugin from 2.0.2 to 3.0.0,155,dependabot/npm_and_yarn/clean-webpack-plugin-3.0.0,fac1fd399cd87369fb1f068a97c7f5d0a61f5c62,closed,true,2,3
notes,n6g7,https://github.com/n6g7/notes/pull/58,Bump standard from 11.0.1 to 12.0.1,58,dependabot/npm_and_yarn/standard-12.0.1,6dac83ce0eaaed233ad56c60a575796ae11d4561,closed,true,4,20
ipfs-webui,ipfs-shipyard,https://github.com/ipfs-shipyard/ipfs-webui/pull/1127,chore(deps-dev): bump eslint-config-standard from 13.0.1 to 14.0.1,1127,dependabot/npm_and_yarn/eslint-config-standard-14.0.1,5e183aa50bf91375a5c4430b19f47d4fba8f8d86,closed,true,2,13
ember-cli-postcss,jeffjewiss,https://github.com/jeffjewiss/ember-cli-postcss/pull/470,Bump eslint-config-standard from 13.0.1 to 14.0.1,470,dependabot/npm_and_yarn/eslint-config-standard-14.0.1,be5cb4bb99e0a46bb47f3b71454a74545c51c58f,closed,true,2,3
jekyll-theme-marketing,cetinajero,https://github.com/cetinajero/jekyll-theme-marketing/pull/106,Bump firebase from 5.11.1 to 6.0.1,106,dependabot/npm_and_yarn/firebase-6.0.1,206624605f3113862c18bf8d4e5e3c152bbb4491,closed,true,5,11
hexo-fs,hexojs,https://github.com/hexojs/hexo-fs/pull/54,chore(deps-dev): bump mocha from 6.2.2 to 7.0.0,54,dependabot/npm_and_yarn/mocha-7.0.0,5c07b18dc7e12ddb1610d2d17ffcfcff56bc031c,closed,true,2,3
Apollo_DAE,ijb87,https://github.com/ijb87/Apollo_DAE/pull/48,Bump webpack-dev-server from 2.11.5 to 3.1.11 in /Learn Web Development Using VueJs/todolist,48,dependabot/npm_and_yarn/Learn-Web-Development-Using-VueJs/todolist/webpack-dev-server-3.1.11,5e995df82aa926e07c5ac28c2f5fdc5c2724a5c7,closed,true,26,28
chitoku.jp,chitoku-k,https://github.com/chitoku-k/chitoku.jp/pull/868,Bump react-instantsearch-dom from 5.7.0 to 6.0.0,868,dependabot/npm_and_yarn/react-instantsearch-dom-6.0.0,cd357b5457aab5a97339489de68a028b12c42544,closed,true,2,5
edex-ui,GitSquared,https://github.com/GitSquared/edex-ui/pull/581,⬆️ Bump xterm from 3.14.5 to 4.0.1 in /src,581,dependabot/npm_and_yarn/src/xterm-4.0.1,2cdab971da703a3b24185ab99e3cb0c5e1106130,closed,true,3,4
custom-element-to-react,nrkno,https://github.com/nrkno/custom-element-to-react/pull/56,Bump standard from 13.1.0 to 14.1.0,56,dependabot/npm_and_yarn/standard-14.1.0,645c9ac2354cb6403b6563fcc729a883d21379b0,closed,true,2,3
htmlparser2,fb55,https://github.com/fb55/htmlparser2/pull/281,Bump eslint from 5.13.0 to 6.0.0,281,dependabot/npm_and_yarn/eslint-6.0.0,62806b9ee80a2f435efd362a67f1ac83db44397d,closed,true,2,3
datetoken.js,sonirico,https://github.com/sonirico/datetoken.js/pull/8,Bump date-fns from 1.30.1 to 2.4.1,8,dependabot/npm_and_yarn/date-fns-2.4.1,ea7188ecc564e071a9eb7a1de752430b924b790e,closed,true,2,4
poac.pm,poacpm,https://github.com/poacpm/poac.pm/pull/320,Bump css-loader from 2.1.1 to 3.0.0 in /hosting,320,dependabot/npm_and_yarn/hosting/css-loader-3.0.0,536215bed4c73c4f666e3397276ad028bc118cc1,closed,true,5,3
ember-site-tour,mydea,https://github.com/mydea/ember-site-tour/pull/49,Bump eslint-plugin-ember from 6.3.0 to 7.5.0,49,dependabot/npm_and_yarn/eslint-plugin-ember-7.5.0,018596f03e11d678bda2b548458ebaf13ef4515c,closed,true,2,4
licode,lynckia,https://github.com/lynckia/licode/pull/1504,Bump eslint from 3.19.0 to 4.19.1,1504,dependabot/npm_and_yarn/eslint-4.19.1,27749a4bcca5008cab9e2f00d7b948f55496a185,closed,true,4,43
percy-web,percy,https://github.com/percy/percy-web/pull/1512,Bump eslint-plugin-ember from 6.7.1 to 7.7.2,1512,dependabot/npm_and_yarn/eslint-plugin-ember-7.7.2,472ccb217bc0fb6bb68eb94e32a93f79817c5805,closed,true,2,13
labtool,UniversityOfHelsinkiCS,https://github.com/UniversityOfHelsinkiCS/labtool/pull/592,Bump serve from 6.5.8 to 7.1.3 in /labtool2.0,592,dependabot/npm_and_yarn/labtool2.0/serve-7.1.3,c0f9f14bab4a0e5f66246bea63a16499ef05ce3a,closed,true,6,3
webpack,viewar,https://github.com/viewar/webpack/pull/30,chore(deps): bump file-loader from 3.0.1 to 4.2.0,30,dependabot/npm_and_yarn/next/file-loader-4.2.0,f9ba6730371e0db830ef2f2a749cfedbe74eb263,closed,true,5,6
broccoli-stylelint,billybonks,https://github.com/billybonks/broccoli-stylelint/pull/176,Bump stylelint from 9.9.0 to 10.0.1,176,dependabot/npm_and_yarn/stylelint-10.0.1,0dba022c8dba1cf672d8896b0bb96d312e58ab63,closed,true,2,3
